road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-984,245666367,245666323,64.51,residential,0.5129,HIGH,0.7255,0.68,0.68,0.0834,0.2366,0.7758
R-985,245666367,245666446,67.69,residential,0.598,HIGH,0.7852,0.7343,0.7343,0.2598,0.3532,0.79
R-986,245666370,13617040697,6.68,tertiary_link,0.5431,HIGH,0.8085,0.7543,0.7543,0.0045,0.2342,0.8133
R-987,245666370,3803643818,26.19,tertiary,0.5481,HIGH,0.8121,0.7571,0.7571,0.0148,0.2374,0.8217
R-988,245666371,245666141,219.36,tertiary,0.5323,HIGH,0.6712,0.6343,0.6343,0.2364,0.2944,0.8458
R-989,245666371,2897024642,10.98,tertiary,0.4643,MODERATE,0.6473,0.6114,0.6114,0.0,0.236,0.8542
R-990,245666385,245666351,23.02,residential,0.5563,HIGH,0.7479,0.7,0.7,0.053,0.4094,0.8967
R-991,245666386,245666830,107.91,tertiary,0.5195,HIGH,0.6333,0.6,0.6,0.2407,0.354,0.8158
R-992,245666386,2897024660,251.12,tertiary,0.6289,HIGH,0.7176,0.6743,0.6743,0.546,0.428,0.76
R-993,245666386,6554384670,83.86,tertiary,0.4156,MODERATE,0.5788,0.5514,0.5514,0.0411,0.1994,0.6867
R-994,245666426,12311766936,10.15,tertiary,0.5544,HIGH,0.7073,0.6657,0.6657,0.2448,0.3313,0.8125
R-995,245666446,10696472356,29.73,residential,0.5907,HIGH,0.7927,0.74,0.74,0.2151,0.3384,0.7933
R-996,245666446,13638535661,65.41,residential,0.5312,HIGH,0.7606,0.7143,0.7143,0.057,0.2584,0.7892
R-997,245666446,13638535670,97.55,residential,0.5421,HIGH,0.7473,0.7,0.7,0.0433,0.3451,0.8725
R-998,245666446,245666367,67.69,residential,0.598,HIGH,0.7852,0.7343,0.7343,0.2598,0.3532,0.79
R-999,245666448,476480258,333.56,tertiary,0.483,MODERATE,0.5824,0.5543,0.5543,0.1277,0.4643,0.7733
R-1000,245666448,476480287,301.33,secondary,0.517,HIGH,0.5785,0.5514,0.5514,0.3556,0.3802,0.8017
R-1001,245666482,10696472347,74.32,residential,0.7583,VERY_HIGH,0.8379,0.78,0.78,0.4561,0.9364,0.86
R-1002,245666482,13638546110,17.87,residential,0.6513,HIGH,0.8403,0.7829,0.7829,0.3596,0.3735,0.8125
R-1003,245666482,13638546112,29.08,residential,0.6974,HIGH,0.8482,0.7914,0.7914,0.4506,0.5215,0.8242
R-1004,245666579,12350391112,182.63,tertiary,0.5476,HIGH,0.7918,0.74,0.74,0.0788,0.2585,0.7575
R-1005,245666579,12350425034,7.73,residential,0.5978,HIGH,0.8852,0.8229,0.8229,0.0635,0.2999,0.7508
R-1006,245666579,245666651,97.11,residential,0.6776,HIGH,0.8952,0.8314,0.8314,0.2779,0.4632,0.825
R-1007,245666651,245666579,97.11,residential,0.6776,HIGH,0.8952,0.8314,0.8314,0.2779,0.4632,0.825
R-1008,245666651,245666881,141.24,residential,0.6601,HIGH,0.9179,0.8514,0.8514,0.2016,0.3685,0.8292
R-1009,245666651,8443491310,77.22,residential,0.5504,HIGH,0.8158,0.76,0.76,0.0062,0.2455,0.8317
R-1010,245666801,10724781030,7.12,tertiary,0.8067,VERY_HIGH,0.9136,0.8457,0.8457,0.8395,0.4992,0.8525
R-1011,245666801,13620657537,134.61,residential,0.8174,VERY_HIGH,0.8979,0.8343,0.8343,0.9069,0.5541,0.8133
R-1012,245666801,7372035744,85.2,tertiary,0.8049,VERY_HIGH,0.897,0.8343,0.8343,0.8589,0.5284,0.8242
R-1013,245666830,245666386,107.91,tertiary,0.5195,HIGH,0.6333,0.6,0.6,0.2407,0.354,0.8158
R-1014,245666830,245666882,247.89,tertiary,0.4997,MODERATE,0.653,0.6171,0.6171,0.1273,0.3081,0.8142
R-1015,245666830,2897024695,7.98,tertiary,0.4982,MODERATE,0.6379,0.6057,0.6057,0.1313,0.3067,0.8633
R-1016,245666831,245666830,175.07,tertiary,0.4791,MODERATE,0.5879,0.56,0.56,0.1468,0.3445,0.845
R-1017,245666831,2897024683,8.09,unclassified,0.4362,MODERATE,0.5527,0.5286,0.5286,0.0698,0.2796,0.8475
R-1018,245666881,13638081817,44.87,tertiary,0.5942,HIGH,0.907,0.8429,0.8429,0.0468,0.213,0.765
R-1019,245666881,13638081818,25.11,residential,0.5851,HIGH,0.8879,0.8257,0.8257,0.0716,0.2123,0.7233
R-1020,245666881,245666651,141.24,residential,0.6601,HIGH,0.9179,0.8514,0.8514,0.2016,0.3685,0.8292
R-1021,245666882,2897024660,92.96,tertiary,0.4922,MODERATE,0.6997,0.66,0.66,0.0261,0.233,0.8108
R-1022,245666882,2897024710,8.15,tertiary,0.5006,HIGH,0.6988,0.6571,0.6571,0.0426,0.2634,0.8283
R-1023,245666882,2897024713,60.67,tertiary,0.483,MODERATE,0.663,0.6257,0.6257,0.0122,0.2804,0.8692
R-1024,245666901,13616287392,72.28,tertiary,0.7323,HIGH,0.9491,0.88,0.88,0.3964,0.488,0.82
R-1025,245666901,13626183257,111.52,residential,0.6373,HIGH,0.897,0.8343,0.8343,0.1698,0.3266,0.8292
R-1026,245666901,13638081807,20.6,tertiary,0.7216,HIGH,0.9436,0.8743,0.8743,0.2995,0.5029,0.9158
R-1027,245666901,245667237,238.41,residential,0.6067,HIGH,0.8903,0.8286,0.8286,0.0934,0.2691,0.7958
R-1028,245666966,10279771631,47.09,secondary,0.4091,MODERATE,0.6009,0.5714,0.5714,0.0018,0.1446,0.6692
R-1029,245666966,2897024737,8.19,primary,0.3925,MODERATE,0.58,0.5514,0.5514,0.0009,0.1282,0.6408
R-1030,245667237,245666901,238.41,residential,0.6067,HIGH,0.8903,0.8286,0.8286,0.0934,0.2691,0.7958
R-1031,245667361,245667423,226.08,trunk,0.4103,MODERATE,0.5979,0.5686,0.5686,0.0577,0.1753,0.5383
R-1032,245667361,245667468,151.02,residential,0.2609,MODERATE,0.3836,0.3771,0.3771,0.0596,0.1118,0.235
R-1033,245667423,13798296276,46.96,trunk,0.4931,MODERATE,0.7048,0.6629,0.6629,0.0389,0.2381,0.7667
R-1034,245667423,2804481652,36.04,residential,0.4946,MODERATE,0.6739,0.6343,0.6343,0.0114,0.3144,0.8833
R-1035,245667423,622060792,187.57,residential,0.5076,HIGH,0.7042,0.6629,0.6629,0.1531,0.2225,0.7075
R-1036,245667468,12378368426,17.87,residential,0.1798,LOW,0.1685,0.1886,0.1886,0.0,0.1302,0.6058
R-1037,245667468,13618292019,4.23,residential,0.1804,LOW,0.1603,0.1829,0.18,0.0,0.1402,0.6375
R-1038,245667468,245667361,151.02,residential,0.261,MODERATE,0.3836,0.3771,0.3771,0.0603,0.1118,0.235
R-1039,245667542,10265662175,84.99,trunk,0.6449,HIGH,0.7758,0.7257,0.7257,0.4042,0.4891,0.8158
R-1040,245667542,2244637004,25.01,residential,0.6216,HIGH,0.7852,0.7343,0.7343,0.2678,0.4751,0.8275
R-1041,245667676,1934627523,129.94,residential,0.6147,HIGH,0.7573,0.7086,0.7086,0.4953,0.4061,0.5525
R-1042,245667676,245667730,74.15,residential,0.4148,MODERATE,0.6518,0.6171,0.6171,0.1157,0.1336,0.2525
R-1043,245667676,245667764,98.77,residential,0.5775,HIGH,0.7612,0.7143,0.7143,0.396,0.3156,0.4875
R-1044,245667685,1934627523,78.23,residential,0.4226,MODERATE,0.6558,0.62,0.62,0.139,0.149,0.2425
R-1045,245667685,623895377,201.78,residential,0.4526,MODERATE,0.6036,0.5743,0.5743,0.2137,0.2202,0.5508
R-1046,245667685,6428793085,38.34,residential,0.4701,MODERATE,0.6485,0.6114,0.6114,0.2004,0.1917,0.5758
R-1047,245667730,2244637007,204.59,residential,0.3229,MODERATE,0.4642,0.4486,0.4486,0.0928,0.126,0.3558
R-1048,245667730,2244637013,33.76,residential,0.4897,MODERATE,0.6839,0.6429,0.6457,0.1761,0.2458,0.5542
R-1049,245667730,245667676,74.15,residential,0.4148,MODERATE,0.6518,0.6171,0.6171,0.1157,0.1336,0.2525
R-1050,245667764,2244637013,7.33,residential,0.502,HIGH,0.7103,0.6686,0.6686,0.133,0.2328,0.6442
R-1051,245667764,2244637021,103.45,residential,0.554,HIGH,0.7515,0.7057,0.7057,0.1771,0.294,0.7717
R-1052,245667764,245667676,98.77,residential,0.5775,HIGH,0.7612,0.7143,0.7143,0.396,0.3156,0.4875
R-1053,245667803,245667757,255.38,trunk,0.5713,HIGH,0.7552,0.7086,0.7086,0.1841,0.3459,0.8358
R-1054,245667803,5911310869,13.75,tertiary,0.5789,HIGH,0.77,0.72,0.72,0.1663,0.3728,0.8367
R-1055,245667863,13619400539,98.56,secondary,0.5998,HIGH,0.8342,0.7771,0.7771,0.0971,0.3625,0.8717
R-1056,245667863,14104987804,4.84,residential,0.598,HIGH,0.8427,0.7829,0.7857,0.077,0.3511,0.8692
R-1057,245667863,245667933,47.83,residential,0.6468,HIGH,0.8358,0.78,0.78,0.3067,0.4384,0.795
R-1058,245667933,10925931781,125.58,residential,0.5604,HIGH,0.7794,0.7286,0.7286,0.1912,0.2863,0.6833
R-1059,245667933,245667863,47.83,residential,0.6468,HIGH,0.8358,0.78,0.78,0.3067,0.4384,0.795
R-1060,245667933,245668038,114.17,residential,0.5464,HIGH,0.7161,0.6714,0.6714,0.2117,0.3554,0.725
R-1061,245667933,6490861784,77.54,residential,0.5677,HIGH,0.7821,0.7314,0.7314,0.2359,0.3329,0.5817
R-1062,245667958,245668141,125.66,residential,0.4961,MODERATE,0.6852,0.6457,0.6457,0.0918,0.2506,0.7708
R-1063,245667960,622060872,43.75,residential,,UNKNOWN,,,,,,
R-1064,245668000,1375215119,42.9,tertiary,0.597,HIGH,0.8188,0.7657,0.7657,0.0912,0.4178,0.8433
R-1065,245668000,245668015,6.76,tertiary,0.6345,HIGH,0.843,0.7857,0.7857,0.1764,0.474,0.845
R-1066,245668000,4342420553,69.13,residential,0.5755,HIGH,0.8073,0.7543,0.7543,0.0679,0.3448,0.8475
R-1067,245668015,14104987804,130.23,secondary,0.6197,HIGH,0.8385,0.7829,0.78,0.1365,0.4178,0.8842
R-1068,245668015,245668000,6.76,tertiary,0.6345,HIGH,0.843,0.7857,0.7857,0.1764,0.474,0.845
R-1069,245668015,7404711447,9.51,secondary,0.6627,HIGH,0.847,0.7886,0.7886,0.2546,0.5324,0.865
R-1070,245668029,2244637068,141.2,residential,,UNKNOWN,,,,,,
R-1071,245668029,623895533,58.72,tertiary,,UNKNOWN,,,,,,
R-1072,245668029,6554236441,12.21,tertiary,,UNKNOWN,,,,,,
R-1073,245668038,245667933,114.17,residential,0.5464,HIGH,0.7161,0.6714,0.6714,0.2117,0.3554,0.725
R-1074,245668038,4342420515,64.09,residential,0.4368,MODERATE,0.6455,0.6114,0.6114,0.0345,0.1641,0.6217
R-1075,245668038,7404711443,19.69,residential,0.4613,MODERATE,0.6391,0.6057,0.6057,0.0543,0.2472,0.735
R-1076,245668039,10925931781,8.27,secondary,0.6739,HIGH,0.8394,0.7829,0.7829,0.2969,0.5751,0.8633
R-1077,245668039,7404711447,18.91,secondary,0.6946,HIGH,0.8467,0.7886,0.7886,0.325,0.6251,0.905
R-1078,245668141,245667958,125.66,residential,0.4961,MODERATE,0.6852,0.6457,0.6457,0.0918,0.2506,0.7708
R-1079,245668141,245668208,104.5,residential,,UNKNOWN,,,,,,
R-1080,245668141,7404711443,156.42,residential,0.4503,MODERATE,0.6258,0.5943,0.5943,0.0269,0.2211,0.7858
R-1081,245668185,1375251567,40.24,residential,0.4768,MODERATE,0.6864,0.6457,0.6457,0.0054,0.2252,0.7867
R-1082,245668197,13619403785,22.99,residential,,UNKNOWN,,,,,,
R-1083,245668197,13619403788,28.94,residential,,UNKNOWN,,,,,,
R-1084,245668197,622039360,19.56,residential,,UNKNOWN,,,,,,
R-1085,245668208,13617280082,44.67,residential,,UNKNOWN,,,,,,
R-1086,245668208,14130497014,194.59,residential,,UNKNOWN,,,,,,
R-1087,245668208,245668141,104.5,residential,,UNKNOWN,,,,,,
R-1088,245668226,4342420553,194.56,residential,,UNKNOWN,,,,,,
R-1089,245668277,13619239367,186.93,tertiary,0.4876,MODERATE,0.7336,0.6886,0.6886,0.0543,0.2604,0.5
R-1090,245668277,13621749581,25.79,residential,0.4708,MODERATE,0.7152,0.6714,0.6714,0.0156,0.264,0.5
R-1091,245668277,1375251567,150.21,tertiary,0.4932,MODERATE,0.6979,0.6571,0.6571,0.0189,0.2498,0.8242
R-1092,245668286,13619403787,71.42,residential,,UNKNOWN,,,,,,
R-1093,245668286,13622445020,9.07,residential,,UNKNOWN,,,,,,
R-1094,245668286,13622445933,2.71,residential,,UNKNOWN,,,,,,
R-1095,245668324,13619239369,14.91,residential,,UNKNOWN,,,,,,
R-1096,245668324,13619243545,58.86,residential,,UNKNOWN,,,,,,
R-1097,245668324,13619403788,104.46,residential,,UNKNOWN,,,,,,
R-1098,245668373,9445072347,17.59,residential,,UNKNOWN,,,,,,
R-1099,245668374,13619500839,8.05,residential,,UNKNOWN,,,,,,
R-1100,245668374,13619500841,60.13,residential,,UNKNOWN,,,,,,
R-1101,245668374,2244797706,37.97,residential,,UNKNOWN,,,,,,
R-1102,245668449,9684698224,16.58,residential,,UNKNOWN,,,,,,
R-1103,2804481652,12334925193,362.75,trunk,0.4772,MODERATE,0.6736,0.6343,0.6343,0.1089,0.2309,0.6408
R-1104,2804481652,245667423,36.04,residential,0.4946,MODERATE,0.6739,0.6343,0.6343,0.0114,0.3144,0.8833
R-1105,2804481652,6926279722,104.56,residential,0.569,HIGH,0.7264,0.6829,0.6829,0.1758,0.4603,0.805
R-1106,2804520131,2244797470,226.51,residential,0.557,HIGH,0.7752,0.7257,0.7257,0.1488,0.2805,0.7617
R-1107,2804520131,5470238123,64.33,trunk,0.6686,HIGH,0.8294,0.7743,0.7743,0.3048,0.5465,0.8883
R-1108,2897022098,2897024519,92.09,primary_link,0.4687,MODERATE,0.5909,0.5629,0.5629,0.1013,0.3534,0.8025
R-1109,2897022098,296857831,61.85,secondary,0.4521,MODERATE,0.5755,0.5486,0.5486,0.074,0.3215,0.8192
R-1110,2897024501,2897024596,235.36,tertiary,0.5773,HIGH,0.7509,0.7029,0.7029,0.2804,0.3181,0.7733
R-1111,2897024506,2897022099,22.66,secondary,0.4026,MODERATE,0.543,0.52,0.52,0.0685,0.322,0.5
R-1112,2897024517,2897024636,404.85,tertiary,0.4991,MODERATE,0.6448,0.6086,0.6086,0.198,0.2744,0.7642
R-1113,2897024517,476489029,11.98,unclassified,0.4595,MODERATE,0.6073,0.5771,0.5743,0.0088,0.3043,0.8908
R-1114,2897024519,476465252,53.37,primary,0.4909,MODERATE,0.65,0.6143,0.6143,0.0805,0.3227,0.8142
R-1115,2897024523,2897024506,45.51,secondary,0.434,MODERATE,0.5633,0.5371,0.5371,0.0468,0.2855,0.8117
R-1116,2897024523,296857831,7.92,primary,0.4444,MODERATE,0.5912,0.56,0.56,0.0577,0.2582,0.7992
R-1117,2897024540,2897024506,59.55,primary_link,0.4233,MODERATE,0.5561,0.5314,0.5314,0.0454,0.2626,0.7758
R-1118,2897024540,2897024523,36.76,primary,0.4277,MODERATE,0.5794,0.5514,0.5514,0.0454,0.226,0.7583
R-1119,2897024594,476489029,208.98,tertiary,0.5571,HIGH,0.6867,0.6457,0.6457,0.2894,0.359,0.8208
R-1120,2897024595,2897024597,9.02,secondary,0.3409,MODERATE,0.4561,0.4429,0.4429,0.0018,0.1539,0.7117
R-1121,2897024595,476480400,221.79,tertiary,0.3975,MODERATE,0.4855,0.4686,0.4686,0.0307,0.2919,0.8642
R-1122,2897024596,245666041,11.16,tertiary,,UNKNOWN,,,,,,
R-1123,2897024596,2897024501,235.36,tertiary,0.5773,HIGH,0.7509,0.7029,0.7029,0.2804,0.3181,0.7733
R-1124,2897024596,2897024594,104.69,tertiary,0.5255,HIGH,0.7273,0.6829,0.6829,0.0616,0.3114,0.82
R-1125,2897024597,2897024609,68.22,secondary,0.415,MODERATE,0.5494,0.5257,0.5257,0.0928,0.2312,0.6792
R-1126,2897024601,2897024540,170.92,primary,0.4618,MODERATE,0.587,0.56,0.56,0.1448,0.2841,0.7683
R-1127,2897024609,2897024601,56.78,primary_link,0.5188,HIGH,0.6373,0.6029,0.6029,0.2426,0.387,0.7375
R-1128,2897024609,296857806,46.19,secondary,0.5605,HIGH,0.6561,0.62,0.62,0.3106,0.4819,0.7792
R-1129,2897024611,245666448,77.45,secondary,0.4331,MODERATE,0.5633,0.5371,0.5371,0.1255,0.2574,0.6875
R-1130,2897024614,12079741513,6.96,primary,0.5837,HIGH,0.6567,0.62,0.62,0.3511,0.5349,0.8492
R-1131,2897024615,2897024611,41.55,secondary,0.5793,HIGH,0.66,0.6229,0.6229,0.3582,0.5217,0.7942
R-1132,2897024615,296857806,8.19,primary,0.5919,HIGH,0.6667,0.6286,0.6286,0.3619,0.553,0.8325
R-1133,2897024623,245666274,233.6,secondary,0.4693,MODERATE,0.6261,0.5943,0.5943,0.1607,0.2546,0.6575
R-1134,2897024623,2897024625,11.8,tertiary,0.4458,MODERATE,0.6503,0.6143,0.6143,0.0746,0.1664,0.6083
R-1135,2897024625,245666141,10.97,secondary,0.4596,MODERATE,0.6594,0.6229,0.6229,0.0885,0.1896,0.6358
R-1136,2897024625,2897024642,223.77,tertiary,0.5727,HIGH,0.6682,0.6314,0.6314,0.3988,0.3554,0.85
R-1137,2897024627,2897024623,10.97,secondary,0.4721,MODERATE,0.6797,0.64,0.64,0.1064,0.1927,0.62
R-1138,2897024628,2897024611,68.06,primary_link,0.5734,HIGH,0.6455,0.6114,0.6114,0.4115,0.4881,0.7483
R-1139,2897024628,2897024615,47.23,primary,0.5883,HIGH,0.6448,0.6086,0.6086,0.4547,0.5246,0.7667
R-1140,2897024636,2897024667,203.56,tertiary,0.4789,MODERATE,0.6409,0.6057,0.6057,0.0616,0.2939,0.8233
R-1141,2897024636,476488948,11.98,unclassified,0.5122,HIGH,0.6618,0.6257,0.6257,0.1255,0.3489,0.8342
R-1142,2897024642,245666371,10.98,tertiary,0.4643,MODERATE,0.6473,0.6114,0.6114,0.0,0.236,0.8542
R-1143,2897024642,2897024644,139.0,tertiary,0.4913,MODERATE,0.6382,0.6029,0.6029,0.1968,0.2571,0.7467
R-1144,2897024642,476480258,98.6,tertiary,0.5451,HIGH,0.6976,0.6571,0.6571,0.2349,0.335,0.7833
R-1145,2897024644,2897024648,48.67,primary_link,0.3936,MODERATE,0.5252,0.5029,0.5029,0.0009,0.2065,0.8142
R-1146,2897024644,296853816,34.75,tertiary,0.4008,MODERATE,0.53,0.5086,0.5086,0.0,0.2216,0.835
R-1147,2897024648,2897024628,340.79,primary,0.424,MODERATE,0.5191,0.4971,0.4971,0.1282,0.2708,0.7992
R-1148,2897024651,245666371,171.79,tertiary,0.4902,MODERATE,0.6224,0.5886,0.5886,0.2324,0.2531,0.7525
R-1149,2897024651,296853816,8.12,primary,0.4146,MODERATE,0.5436,0.52,0.52,0.0,0.2484,0.8658
R-1150,2897024656,2897024658,8.31,primary,0.4245,MODERATE,0.5555,0.5314,0.5314,0.0,0.267,0.8733
R-1151,2897024656,6552594955,26.66,tertiary,0.4386,MODERATE,0.5697,0.5429,0.5429,0.0516,0.2662,0.8442
R-1152,2897024658,2897024651,18.15,tertiary,0.4226,MODERATE,0.5491,0.5257,0.5257,0.0,0.2712,0.8808
R-1153,2897024658,2897024742,383.65,primary,0.462,MODERATE,0.6042,0.5743,0.5743,0.0641,0.3,0.8233
R-1154,2897024660,245666386,251.12,tertiary,0.6289,HIGH,0.7176,0.6743,0.6743,0.546,0.428,0.76
R-1155,2897024660,245666882,92.96,tertiary,0.4922,MODERATE,0.6997,0.66,0.66,0.0261,0.233,0.8108
R-1156,2897024660,9771116360,47.48,residential,0.4824,MODERATE,0.7024,0.6629,0.66,0.0009,0.2039,0.7958
R-1157,2897024667,2897024676,9.67,tertiary,0.5329,HIGH,0.703,0.6629,0.66,0.1255,0.3189,0.8783
R-1158,2897024667,2897024687,75.77,tertiary,0.5717,HIGH,0.7224,0.68,0.68,0.2181,0.4067,0.8458
R-1159,2897024676,245666426,12.12,tertiary,0.5751,HIGH,0.7173,0.6743,0.6743,0.2611,0.38,0.8642
R-1160,2897024676,2897024734,183.57,tertiary,0.5922,HIGH,0.7588,0.7114,0.7114,0.2218,0.3847,0.8942
R-1161,2897024677,245666831,8.08,tertiary,0.4251,MODERATE,0.553,0.5286,0.5286,0.044,0.2479,0.835
R-1162,2897024682,2897024658,114.45,tertiary,0.4884,MODERATE,0.5845,0.5571,0.5571,0.1828,0.3609,0.8583
R-1163,2897024682,2897024677,8.07,unclassified,0.4447,MODERATE,0.5612,0.5371,0.5371,0.0923,0.2843,0.8333
R-1164,2897024683,11027088421,488.66,unclassified,0.5703,HIGH,0.6933,0.6514,0.6514,0.2798,0.4129,0.8575
R-1165,2897024683,2897024682,8.08,tertiary,0.4547,MODERATE,0.5612,0.5371,0.5371,0.1124,0.3159,0.8458
R-1166,2897024687,631525434,8.19,tertiary,0.4976,MODERATE,0.6903,0.6514,0.6514,0.0475,0.2602,0.83
R-1167,2897024687,9469495781,44.22,tertiary,0.4957,MODERATE,0.677,0.6371,0.6371,0.0197,0.2974,0.8875
R-1168,2897024695,245666830,7.98,tertiary,0.4982,MODERATE,0.6379,0.6057,0.6057,0.1313,0.3067,0.8633
R-1169,2897024695,7749797394,54.4,tertiary,0.483,MODERATE,0.6285,0.5943,0.5943,0.1124,0.3101,0.8033
R-1170,2897024696,12084454212,7.67,secondary,0.5075,HIGH,0.6755,0.6371,0.6371,0.0245,0.3498,0.9208
R-1171,2897024710,245666882,8.15,tertiary,0.5006,HIGH,0.6988,0.6571,0.6571,0.0426,0.2634,0.8283
R-1172,2897024710,2897024695,247.3,tertiary,0.4967,MODERATE,0.6479,0.6114,0.6114,0.1246,0.3076,0.8208
R-1173,2897024711,2897024737,125.16,secondary,0.4379,MODERATE,0.6252,0.5914,0.5914,0.0009,0.1944,0.765
R-1174,2897024711,631507969,7.99,tertiary,0.4821,MODERATE,0.6788,0.64,0.64,0.0229,0.2382,0.82
R-1175,2897024713,13616287395,8.37,residential,0.4778,MODERATE,0.6697,0.6343,0.6314,0.0,0.25,0.8475
R-1176,2897024713,3803645219,36.4,tertiary,0.4846,MODERATE,0.7033,0.6629,0.6629,0.036,0.2056,0.7392
R-1177,2897024734,2897024749,99.11,tertiary,,UNKNOWN,,,,,,
R-1178,2897024734,631507991,10.02,tertiary,,UNKNOWN,,,,,,
R-1179,2897024734,631525440,214.13,tertiary,0.6535,HIGH,0.81,0.7571,0.7571,0.2962,0.5166,0.8983
R-1180,2897024737,2897024651,386.36,primary,0.4503,MODERATE,0.6088,0.5771,0.5771,0.0375,0.2572,0.805
R-1181,2897024737,2897024742,18.7,secondary,0.4119,MODERATE,0.6039,0.5714,0.5743,0.0269,0.1482,0.6308
R-1182,2897024742,631525438,9.99,primary,0.4276,MODERATE,0.6252,0.5914,0.5914,0.0489,0.1645,0.6108
R-1183,2897024748,2897024751,8.0,tertiary_link,0.5689,HIGH,0.8348,0.7771,0.78,0.0036,0.2883,0.8558
R-1184,2897024748,6590384792,229.76,tertiary,0.7328,HIGH,0.8918,0.8286,0.8286,0.6886,0.3492,0.7433
R-1185,2897024749,2897024753,7.99,tertiary,,UNKNOWN,,,,,,
R-1186,2897024749,2897024795,205.85,tertiary,0.5424,HIGH,0.7648,0.7143,0.7143,0.0062,0.3236,0.8967
R-1187,2897024751,13616287393,231.94,tertiary,0.5889,HIGH,0.8321,0.7743,0.7743,0.0868,0.3221,0.8583
R-1188,2897024751,2897024748,8.0,tertiary_link,0.5689,HIGH,0.8348,0.7771,0.78,0.0036,0.2883,0.8558
R-1189,2897024752,12350931356,11.49,tertiary,,UNKNOWN,,,,,,
R-1190,2897024753,12350931356,9.43,tertiary,,UNKNOWN,,,,,,
R-1191,2897024753,2897024759,11.78,tertiary,,UNKNOWN,,,,,,
R-1192,2897024777,2897024753,106.64,tertiary,,UNKNOWN,,,,,,
R-1193,2897024777,6491469979,104.67,tertiary,,UNKNOWN,,,,,,
R-1194,2897024795,10279771627,346.77,primary,0.6445,HIGH,0.8121,0.7571,0.7571,0.3925,0.3749,0.8233
R-1195,2897024795,2897024798,17.97,tertiary,0.5274,HIGH,0.79,0.74,0.74,0.0122,0.2095,0.7658
R-1196,2897024798,631507993,8.0,primary,0.5296,HIGH,0.8064,0.7543,0.7543,0.0261,0.1847,0.7142
R-1197,2897024862,7366246698,11.91,trunk,0.4117,MODERATE,0.6691,0.6314,0.6314,0.1838,0.1339,0.0
R-1198,2897024865,2897024862,13.22,trunk,0.4202,MODERATE,0.6679,0.6286,0.6314,0.1896,0.1633,0.0375
R-1199,2897024865,2897024870,19.33,secondary,0.439,MODERATE,0.6712,0.6343,0.6314,0.1918,0.1953,0.1558
R-1200,2897024866,13619457125,9.61,trunk_link,0.4889,MODERATE,0.7342,0.6886,0.6886,0.0805,0.1987,0.5517
R-1201,2897024866,2897024865,42.35,trunk,0.5023,HIGH,0.7364,0.6914,0.6914,0.1822,0.2365,0.4108
R-1202,2897024870,13618347449,18.77,secondary,0.3832,MODERATE,0.6058,0.5743,0.5743,0.1436,0.1526,0.0942
R-1203,296853790,11271580571,23.73,primary,0.5122,HIGH,0.6721,0.6343,0.6343,0.1204,0.332,0.8192
R-1204,296853793,13619939784,6.85,primary,0.4551,MODERATE,0.6161,0.5829,0.5829,0.074,0.2618,0.7375
R-1205,296853816,2897024648,27.68,primary,0.3981,MODERATE,0.5352,0.5114,0.5114,0.0018,0.2016,0.8142
R-1206,296853816,2897024656,18.18,tertiary,0.4136,MODERATE,0.5494,0.5257,0.5257,0.0,0.2326,0.8483
R-1207,296857806,2897024601,36.97,primary,0.5188,HIGH,0.6421,0.6057,0.6057,0.2284,0.3822,0.7542
R-1208,296857806,2897024614,18.07,secondary,0.5825,HIGH,0.6633,0.6257,0.6257,0.3394,0.5311,0.8325
R-1209,296857831,2897024519,49.6,primary,0.476,MODERATE,0.6155,0.5829,0.5829,0.1124,0.3125,0.795
R-1210,296857831,296853793,17.93,secondary,0.4549,MODERATE,0.6061,0.5743,0.5743,0.0776,0.2694,0.7675
R-1211,3193827831,10091403662,7.59,residential,0.5406,HIGH,0.8006,0.7486,0.7486,0.0,0.2332,0.835
R-1212,3193827831,245666370,35.93,tertiary,0.5451,HIGH,0.81,0.7571,0.7571,0.0036,0.2311,0.8275
R-1213,3641869342,245665874,23.74,tertiary,0.466,MODERATE,0.71,0.6657,0.6657,0.0,0.2731,0.5
R-1214,3743617937,10564373799,148.61,trunk,0.5343,HIGH,0.7358,0.6914,0.6914,0.1472,0.2819,0.7342
R-1215,3743617937,13614467518,34.2,residential,0.531,HIGH,0.7788,0.7286,0.7286,0.1013,0.2265,0.66
R-1216,3743617940,11054614468,13.33,residential,0.4753,MODERATE,0.6667,0.6286,0.6286,0.0,0.245,0.8525
R-1217,3743617940,13503191895,12.31,residential,0.4944,MODERATE,0.6739,0.6343,0.6371,0.0523,0.272,0.8592
R-1218,3743617940,13614467518,37.51,residential,0.4662,MODERATE,0.6873,0.6486,0.6486,0.008,0.1833,0.7267
R-1219,3803643818,13616325516,5.12,residential,0.5466,HIGH,0.8033,0.7514,0.7514,0.0156,0.2404,0.8375
R-1220,3803643818,13617040695,31.18,tertiary,0.5568,HIGH,0.8185,0.7629,0.7629,0.0323,0.2405,0.835
R-1221,3803645219,12313982253,213.14,residential,0.6655,HIGH,0.8327,0.7771,0.7771,0.5088,0.3296,0.7575
