rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
686,R-847,1375251567,5911310869,430.52,tertiary,0.43,MODERATE,0.258,0.105,0.5186,0.3638,5,1,0,0.167,T+90min,,T+90min,T+90min,6
687,R-434,13618374671,13618374681,26.7,residential,0.4292,MODERATE,0.24,0.114,0.535,0.391,5,1,0,0.167,T+90min,,T+90min,T+90min,6
688,R-442,13618374681,13618374671,26.7,residential,0.4292,MODERATE,0.24,0.114,0.535,0.391,5,1,0,0.167,T+90min,,T+90min,T+90min,6
689,R-389,13617550927,13617550929,85.37,tertiary,0.4284,MODERATE,0.255,0.108,0.5184,0.3654,5,1,0,0.167,T+90min,,T+90min,T+90min,6
690,R-432,13618374671,13618374676,66.12,residential,0.4261,MODERATE,0.242,0.114,0.5268,0.3818,5,1,0,0.167,T+90min,,T+90min,T+90min,6
691,R-435,13618374676,13618374671,66.12,residential,0.4261,MODERATE,0.242,0.114,0.5268,0.3818,5,1,0,0.167,T+90min,,T+90min,T+90min,6
692,R-106,10925931740,13619485519,10.53,residential,0.4259,MODERATE,0.255,0.126,0.5135,0.3605,5,1,0,0.167,T+90min,,T+90min,T+90min,6
693,R-574,13619485519,10925931740,10.53,residential,0.4259,MODERATE,0.255,0.126,0.5135,0.3605,5,1,0,0.167,T+90min,,T+90min,T+90min,6
694,R-658,13621886865,13621886870,28.86,tertiary,0.4255,MODERATE,0.244,0.12,0.5237,0.3773,5,1,0,0.167,T+90min,,T+90min,T+90min,6
695,R-663,13621886870,13621886865,28.86,tertiary,0.4255,MODERATE,0.244,0.12,0.5237,0.3773,5,1,0,0.167,T+90min,,T+90min,T+90min,6
696,R-194,12406104883,5911310878,221.94,trunk,0.4246,MODERATE,0.247,0.11,0.5188,0.3708,5,1,0,0.167,T+90min,,T+90min,T+90min,6
697,R-102,10925931739,11046205760,18.27,residential,0.4242,MODERATE,0.254,0.125,0.5111,0.3587,5,1,0,0.167,T+90min,,T+90min,T+90min,6
698,R-129,11046205760,10925931739,18.27,residential,0.4242,MODERATE,0.254,0.125,0.5111,0.3587,5,1,0,0.167,T+90min,,T+90min,T+90min,6
699,R-103,10925931739,13619485526,8.68,residential,0.4238,MODERATE,0.254,0.125,0.5102,0.3578,5,1,0,0.167,T+90min,,T+90min,T+90min,6
700,R-577,13619485526,10925931739,8.68,residential,0.4238,MODERATE,0.254,0.125,0.5102,0.3578,5,1,0,0.167,T+90min,,T+90min,T+90min,6
701,R-982,245666351,245666385,23.02,residential,0.4235,MODERATE,0.246,0.119,0.5177,0.3701,5,1,0,0.167,T+90min,,T+90min,T+90min,6
702,R-990,245666385,245666351,23.02,residential,0.4235,MODERATE,0.246,0.119,0.5177,0.3701,5,1,0,0.167,T+90min,,T+90min,T+90min,6
703,R-576,13619485519,13619485526,7.17,residential,0.4234,MODERATE,0.254,0.125,0.5094,0.357,5,1,0,0.167,T+90min,,T+90min,T+90min,6
704,R-579,13619485526,13619485519,7.17,residential,0.4234,MODERATE,0.254,0.125,0.5094,0.357,5,1,0,0.167,T+90min,,T+90min,T+90min,6
705,R-1412,6554271024,2244637021,67.22,residential,0.4234,MODERATE,0.248,0.115,0.5154,0.3664,5,1,0,0.167,T+90min,,T+90min,T+90min,6
706,R-917,2244637021,6554271024,67.22,residential,0.4234,MODERATE,0.248,0.115,0.5154,0.3664,5,1,0,0.167,T+90min,,T+90min,T+90min,6
707,R-1347,6428811270,13621886865,42.25,tertiary,0.4226,MODERATE,0.248,0.12,0.5139,0.3653,5,1,0,0.167,T+90min,,T+90min,T+90min,6
708,R-659,13621886865,6428811270,42.25,tertiary,0.4226,MODERATE,0.248,0.12,0.5138,0.3652,5,1,0,0.167,T+90min,,T+90min,T+90min,6
709,R-1313,631507969,631525440,141.03,tertiary,0.4216,MODERATE,0.25,0.112,0.5098,0.36,5,1,0,0.167,T+90min,,T+90min,T+90min,6
710,R-1326,631525440,631507969,141.03,tertiary,0.4216,MODERATE,0.25,0.112,0.5098,0.36,5,1,0,0.167,T+90min,,T+90min,T+90min,6
711,R-1440,7365813760,13618414606,13.43,residential,0.4214,MODERATE,0.254,0.125,0.5055,0.3533,5,1,0,0.167,T+90min,,T+90min,T+90min,6
712,R-456,13618414606,7365813760,13.43,residential,0.4214,MODERATE,0.254,0.125,0.5055,0.3533,5,1,0,0.167,T+90min,,T+90min,T+90min,6
713,R-052,10696472306,13638535675,29.79,residential,0.4214,MODERATE,0.247,0.118,0.5124,0.3642,5,1,0,0.167,T+90min,,T+90min,T+90min,6
714,R-792,13638535675,10696472306,29.79,residential,0.4214,MODERATE,0.247,0.118,0.5124,0.3642,5,1,0,0.167,T+90min,,T+90min,T+90min,6
715,R-954,245666078,245666041,109.96,tertiary,0.4214,MODERATE,0.246,0.115,0.5135,0.3655,5,1,0,0.167,T+90min,,T+90min,T+90min,6
716,R-1322,631525434,631525440,138.0,tertiary,0.4199,MODERATE,0.25,0.106,0.5065,0.3567,5,1,0,0.167,T+90min,,T+90min,T+90min,6
717,R-1327,631525440,631525434,138.0,tertiary,0.4199,MODERATE,0.25,0.106,0.5065,0.3567,5,1,0,0.167,T+90min,,T+90min,T+90min,6
718,R-1158,2897024667,2897024687,75.77,tertiary,0.4189,MODERATE,0.239,0.11,0.5155,0.3723,5,1,0,0.167,T+90min,,T+90min,T+90min,6
719,R-1144,2897024642,476480258,98.6,tertiary,0.4158,MODERATE,0.241,0.102,0.5072,0.3626,5,1,0,0.167,T+90min,,T+90min,T+90min,6
720,R-1244,476480258,2897024642,98.6,tertiary,0.4158,MODERATE,0.241,0.102,0.5072,0.3626,5,1,0,0.167,T+90min,,T+90min,T+90min,6
721,R-041,10564373799,10564373800,16.79,residential,0.4151,MODERATE,0.239,0.116,0.5078,0.3646,5,1,0,0.167,T+90min,,T+90min,T+90min,6
722,R-043,10564373800,10564373799,16.79,residential,0.4151,MODERATE,0.239,0.116,0.5078,0.3646,5,1,0,0.167,T+90min,,T+90min,T+90min,6
723,R-1119,2897024594,476489029,208.98,tertiary,0.4138,MODERATE,0.237,0.098,0.5072,0.3648,5,1,0,0.167,T+90min,,T+90min,T+90min,6
724,R-051,10696472306,13638535670,39.79,residential,0.4134,MODERATE,0.239,0.118,0.5044,0.361,5,1,0,0.167,T+90min,,T+90min,T+90min,6
725,R-788,13638535670,10696472306,39.79,residential,0.4134,MODERATE,0.239,0.118,0.5044,0.361,5,1,0,0.167,T+90min,,T+90min,T+90min,6
726,R-212,13408237102,13408237104,42.66,residential,0.413,MODERATE,0.239,0.114,0.5036,0.3604,5,1,0,0.167,T+90min,,T+90min,T+90min,6
727,R-215,13408237104,13408237102,42.66,residential,0.413,MODERATE,0.239,0.114,0.5036,0.3604,5,1,0,0.167,T+90min,,T+90min,T+90min,6
728,R-789,13638535670,13638535674,53.61,residential,0.4127,MODERATE,0.24,0.117,0.502,0.3578,5,1,0,0.167,T+90min,,T+90min,T+90min,6
729,R-791,13638535674,13638535670,53.61,residential,0.4127,MODERATE,0.24,0.117,0.502,0.3578,5,1,0,0.167,T+90min,,T+90min,T+90min,6
730,R-683,13622308166,13622308171,39.49,residential,0.4116,MODERATE,0.233,0.109,0.5068,0.3666,5,1,0,0.167,T+90min,,T+90min,T+90min,6
731,R-686,13622308171,13622308166,39.49,residential,0.4116,MODERATE,0.233,0.109,0.5068,0.3666,5,1,0,0.167,T+90min,,T+90min,T+90min,6
732,R-1271,5911310880,13618374670,65.19,residential,0.4077,MODERATE,0.232,0.112,0.5,0.3608,5,1,0,0.167,T+90min,,T+90min,T+90min,6
733,R-431,13618374670,5911310880,65.19,residential,0.4077,MODERATE,0.232,0.112,0.5,0.3608,5,1,0,0.167,T+90min,,T+90min,T+90min,6
734,R-1444,7365871208,13617550915,7.27,tertiary_link,0.3768,MODERATE,0.254,0.121,0.4997,0.3473,5,0,0,0.0,,,T+90min,T+90min,6
735,R-384,13617550915,7365871208,7.27,tertiary_link,0.3768,MODERATE,0.254,0.121,0.4997,0.3473,5,0,0,0.0,,,T+90min,T+90min,6
736,R-505,13619318866,7365871208,6.89,tertiary,0.3765,MODERATE,0.254,0.121,0.4991,0.3467,5,0,0,0.0,,,T+90min,T+90min,6
737,R-252,13614466650,13614466653,18.75,residential,0.3763,MODERATE,0.253,0.12,0.4996,0.3482,5,0,0,0.0,,,T+90min,T+90min,6
738,R-255,13614466653,13614466650,18.75,residential,0.3763,MODERATE,0.253,0.12,0.4996,0.3482,5,0,0,0.0,,,T+90min,T+90min,6
739,R-107,10925931740,13619485526,12.82,residential,0.3727,MODERATE,0.246,0.122,0.4994,0.3518,5,0,0,0.0,,,T+90min,T+90min,6
740,R-578,13619485526,10925931740,12.82,residential,0.3727,MODERATE,0.246,0.122,0.4994,0.3518,5,0,0,0.0,,,T+90min,T+90min,6
741,R-127,11046205759,11046205760,20.9,residential,0.3723,MODERATE,0.246,0.12,0.4986,0.351,5,0,0,0.0,,,T+90min,T+90min,6
742,R-130,11046205760,11046205759,20.9,residential,0.3723,MODERATE,0.246,0.12,0.4986,0.351,5,0,0,0.0,,,T+90min,T+90min,6
743,R-135,11047597219,13619318852,25.35,residential,0.3712,MODERATE,0.248,0.117,0.4943,0.3453,5,0,0,0.0,,,T+90min,T+90min,6
744,R-492,13619318852,11047597219,25.35,residential,0.3712,MODERATE,0.248,0.117,0.4943,0.3453,5,0,0,0.0,,,T+90min,T+90min,6
745,R-1226,4342420383,6491091371,90.34,residential,0.3711,MODERATE,0.245,0.116,0.4972,0.35,5,0,0,0.0,,,T+90min,T+90min,6
746,R-1376,6491091371,4342420383,90.34,residential,0.3711,MODERATE,0.245,0.116,0.4972,0.35,5,0,0,0.0,,,T+90min,T+90min,6
747,R-1201,2897024866,2897024865,42.35,trunk,0.37,MODERATE,0.245,0.115,0.4949,0.3479,5,0,0,0.0,,,T+90min,T+90min,6
748,R-1428,6926279717,13798210723,56.29,residential,0.3675,MODERATE,0.246,0.118,0.489,0.3414,5,0,0,0.0,,,T+90min,T+90min,6
749,R-850,13798210723,6926279717,56.29,residential,0.3675,MODERATE,0.246,0.118,0.489,0.3414,5,0,0,0.0,,,T+90min,T+90min,6
750,R-1200,2897024866,13619457125,9.61,trunk_link,0.3673,MODERATE,0.245,0.114,0.4896,0.3426,5,0,0,0.0,,,T+90min,T+90min,6
751,R-038,10384248274,2897024866,30.44,trunk,0.367,MODERATE,0.245,0.115,0.489,0.342,5,0,0,0.0,,,T+90min,T+90min,6
752,R-213,13408237102,2244637007,132.8,residential,0.3666,MODERATE,0.248,0.089,0.4852,0.3366,5,0,0,0.0,,,T+90min,T+90min,6
753,R-905,2244637007,13408237102,132.8,residential,0.3666,MODERATE,0.248,0.089,0.4852,0.3366,5,0,0,0.0,,,T+90min,T+90min,6
754,R-227,13503191895,13503253504,105.22,residential,0.3661,MODERATE,0.239,0.107,0.4931,0.3499,5,0,0,0.0,,,T+90min,T+90min,6
755,R-229,13503253504,13503191895,105.22,residential,0.366,MODERATE,0.239,0.107,0.4931,0.3499,5,0,0,0.0,,,T+90min,T+90min,6
756,R-1385,6554206834,2244637026,113.08,residential,0.3659,MODERATE,0.242,0.103,0.4898,0.3448,5,0,0,0.0,,,T+90min,T+90min,6
757,R-920,2244637026,6554206834,113.08,residential,0.3659,MODERATE,0.242,0.103,0.4898,0.3448,5,0,0,0.0,,,T+90min,T+90min,6
758,R-1124,2897024596,2897024594,104.69,tertiary,0.3658,MODERATE,0.237,0.112,0.4946,0.3524,5,0,0,0.0,,,T+90min,T+90min,6
759,R-097,10924277272,12756633089,92.32,residential,0.3652,MODERATE,0.248,0.108,0.4824,0.3338,5,0,0,0.0,,,T+90min,T+90min,6
760,R-203,12756633089,10924277272,92.32,residential,0.3652,MODERATE,0.248,0.108,0.4824,0.3338,5,0,0,0.0,,,T+90min,T+90min,6
761,R-327,13617067002,245666077,5.65,tertiary_link,0.365,MODERATE,0.235,0.115,0.495,0.354,5,0,0,0.0,,,T+90min,T+90min,6
762,R-953,245666077,13617067002,5.65,tertiary_link,0.365,MODERATE,0.235,0.115,0.495,0.354,5,0,0,0.0,,,T+90min,T+90min,6
763,R-774,13638530342,245666351,13.01,residential,0.3638,MODERATE,0.232,0.116,0.4955,0.3563,5,0,0,0.0,,,T+90min,T+90min,6
764,R-981,245666351,13638530342,13.01,residential,0.3638,MODERATE,0.232,0.116,0.4955,0.3563,5,0,0,0.0,,,T+90min,T+90min,6
765,R-1449,7366246698,6490591813,48.04,trunk,0.3632,MODERATE,0.255,0.102,0.4714,0.3184,4,0,0,0.0,,,T+90min,T+90min,6
766,R-952,245666077,10091403659,64.63,tertiary,0.363,MODERATE,0.235,0.104,0.4909,0.3499,5,0,0,0.0,,,T+90min,T+90min,6
767,R-1377,6491091371,6491091372,31.64,residential,0.3626,MODERATE,0.245,0.11,0.4802,0.333,5,0,0,0.0,,,T+90min,T+90min,6
768,R-1379,6491091372,6491091371,31.64,residential,0.3626,MODERATE,0.245,0.11,0.4802,0.333,5,0,0,0.0,,,T+90min,T+90min,6
769,R-1223,3803645219,6428617352,8.08,residential,0.3606,MODERATE,0.235,0.117,0.4862,0.3452,5,0,0,0.0,,,T+90min,T+90min,6
770,R-1333,6428617352,3803645219,8.08,residential,0.3606,MODERATE,0.235,0.117,0.4862,0.3452,5,0,0,0.0,,,T+90min,T+90min,6
771,R-874,13798296277,13798296287,13.51,residential,0.3604,MODERATE,0.235,0.115,0.4858,0.3448,5,0,0,0.0,,,T+90min,T+90min,6
772,R-878,13798296287,13798296277,13.51,residential,0.3604,MODERATE,0.235,0.115,0.4858,0.3448,5,0,0,0.0,,,T+90min,T+90min,6
773,R-424,13618374655,13618374664,69.05,residential,0.3603,MODERATE,0.223,0.111,0.4976,0.3638,5,0,0,0.0,,,T+90min,T+90min,6
774,R-430,13618374664,13618374655,69.05,residential,0.3603,MODERATE,0.223,0.111,0.4976,0.3638,5,0,0,0.0,,,T+90min,T+90min,6
775,R-128,11046205759,13622492455,2.71,residential,0.3599,MODERATE,0.235,0.117,0.4848,0.3438,5,0,0,0.0,,,T+90min,T+90min,6
776,R-718,13622492455,11046205759,2.71,residential,0.3599,MODERATE,0.235,0.117,0.4848,0.3438,5,0,0,0.0,,,T+90min,T+90min,6
777,R-1245,476480258,476480287,306.86,tertiary,0.3588,MODERATE,0.226,0.085,0.4916,0.3558,5,0,0,0.0,,,T+90min,T+90min,6
778,R-1247,476480287,476480258,306.86,tertiary,0.3588,MODERATE,0.226,0.085,0.4916,0.3558,5,0,0,0.0,,,T+90min,T+90min,6
779,R-1471,7404711477,11368130746,113.44,residential,0.3585,MODERATE,0.223,0.106,0.494,0.3602,5,0,0,0.0,,,T+90min,T+90min,6
780,R-149,11368130746,7404711477,113.44,residential,0.3585,MODERATE,0.223,0.106,0.494,0.3602,5,0,0,0.0,,,T+90min,T+90min,6
781,R-125,11046205758,11046205759,24.89,residential,0.3583,MODERATE,0.235,0.112,0.4815,0.3405,5,0,0,0.0,,,T+90min,T+90min,6
782,R-126,11046205759,11046205758,24.89,residential,0.3583,MODERATE,0.235,0.112,0.4815,0.3405,5,0,0,0.0,,,T+90min,T+90min,6
783,R-719,13622492455,13622492455,70.2,residential,0.3581,MODERATE,0.235,0.111,0.4812,0.3402,5,0,0,0.0,,,T+90min,T+90min,6
784,R-720,13622492455,13622492455,70.2,residential,0.3581,MODERATE,0.235,0.111,0.4812,0.3402,5,0,0,0.0,,,T+90min,T+90min,6
785,R-1159,2897024676,245666426,12.12,tertiary,0.3581,MODERATE,0.221,0.108,0.4952,0.3626,5,0,0,0.0,,,T+90min,T+90min,6
786,R-036,10316548327,6428793085,65.39,residential,0.3577,MODERATE,0.223,0.1,0.4924,0.3586,5,0,0,0.0,,,T+90min,T+90min,6
787,R-1337,6428793085,10316548327,65.39,residential,0.3577,MODERATE,0.223,0.1,0.4924,0.3586,5,0,0,0.0,,,T+90min,T+90min,6
788,R-1133,2897024623,245666274,233.6,secondary,0.3568,MODERATE,0.239,0.08,0.4745,0.3309,5,0,0,0.0,,,T+90min,T+90min,6
789,R-1320,631525434,2897024676,72.3,tertiary,0.3566,MODERATE,0.224,0.106,0.4892,0.355,5,0,0,0.0,,,T+90min,T+90min,6
790,R-193,12406104883,12406104884,28.17,trunk_link,0.3565,MODERATE,0.223,0.112,0.4901,0.3563,5,0,0,0.0,,,T+90min,T+90min,6
791,R-195,12406104884,12406104883,28.17,trunk_link,0.3565,MODERATE,0.223,0.112,0.4901,0.3563,5,0,0,0.0,,,T+90min,T+90min,6
792,R-198,12406104885,13618374677,76.32,residential,0.3563,MODERATE,0.228,0.111,0.4846,0.3478,5,0,0,0.0,,,T+90min,T+90min,6
793,R-438,13618374677,12406104885,76.32,residential,0.3563,MODERATE,0.228,0.111,0.4846,0.3478,5,0,0,0.0,,,T+90min,T+90min,6
794,R-1332,6428617352,13616287395,36.02,tertiary,0.3559,MODERATE,0.235,0.104,0.4768,0.3358,5,0,0,0.0,,,T+90min,T+90min,6
795,R-871,13798296276,13798296277,6.17,residential,0.3557,MODERATE,0.23,0.115,0.4815,0.3433,5,0,0,0.0,,,T+90min,T+90min,6
796,R-873,13798296277,13798296276,6.17,residential,0.3557,MODERATE,0.23,0.115,0.4815,0.3433,5,0,0,0.0,,,T+90min,T+90min,6
797,R-1176,2897024713,3803645219,36.4,tertiary,0.3554,MODERATE,0.235,0.104,0.4758,0.3348,5,0,0,0.0,,,T+90min,T+90min,6
798,R-1289,622042582,2897024865,10.89,trunk,0.3553,MODERATE,0.237,0.108,0.4735,0.3313,5,0,0,0.0,,,T+90min,T+90min,6
799,R-426,13618374656,13618374657,15.18,residential,0.355,MODERATE,0.222,0.111,0.488,0.3546,5,0,0,0.0,,,T+90min,T+90min,6
800,R-428,13618374657,13618374656,15.18,residential,0.355,MODERATE,0.222,0.111,0.488,0.3546,5,0,0,0.0,,,T+90min,T+90min,6
801,R-049,10653501375,245666351,155.72,residential,0.354,MODERATE,0.239,0.091,0.469,0.3256,5,0,0,0.0,,,T+90min,T+90min,6
802,R-980,245666351,10653501375,155.72,residential,0.354,MODERATE,0.239,0.091,0.469,0.3256,5,0,0,0.0,,,T+90min,T+90min,6
803,R-994,245666426,12311766936,10.15,tertiary,0.354,MODERATE,0.221,0.104,0.487,0.3544,5,0,0,0.0,,,T+90min,T+90min,6
804,R-1074,245668038,4342420515,64.09,residential,0.3536,MODERATE,0.242,0.086,0.4651,0.3199,5,0,0,0.0,,,T+90min,T+90min,6
805,R-1232,4342420515,245668038,64.09,residential,0.3536,MODERATE,0.242,0.086,0.4651,0.3199,5,0,0,0.0,,,T+90min,T+90min,6
806,R-682,13622308166,13622308171,26.02,tertiary,0.3534,MODERATE,0.223,0.104,0.4838,0.35,5,0,0,0.0,,,T+90min,T+90min,6
807,R-685,13622308171,13622308166,26.02,tertiary,0.3534,MODERATE,0.223,0.104,0.4838,0.35,5,0,0,0.0,,,T+90min,T+90min,6
808,R-1448,7366246698,622042582,13.71,trunk,0.3531,MODERATE,0.237,0.108,0.4691,0.3269,5,0,0,0.0,,,T+90min,T+90min,6
809,R-1233,4342420515,621966589,353.9,secondary,0.3524,MODERATE,0.242,0.082,0.4628,0.3176,4,0,0,0.0,,,T+90min,T+90min,6
810,R-1273,621966589,4342420515,353.9,secondary,0.3524,MODERATE,0.242,0.082,0.4628,0.3176,4,0,0,0.0,,,T+90min,T+90min,6
811,R-1014,245666830,245666882,247.89,tertiary,0.3518,MODERATE,0.229,0.087,0.4747,0.3371,5,0,0,0.0,,,T+90min,T+90min,6
812,R-1112,2897024517,2897024636,404.85,tertiary,0.3517,MODERATE,0.229,0.085,0.4744,0.337,5,0,0,0.0,,,T+90min,T+90min,6
813,R-1033,245667423,13798296276,46.96,trunk,0.3516,MODERATE,0.23,0.104,0.4732,0.335,5,0,0,0.0,,,T+90min,T+90min,6
814,R-499,13619318854,13621886870,97.18,tertiary,0.3509,MODERATE,0.231,0.098,0.4708,0.3326,5,0,0,0.0,,,T+90min,T+90min,6
815,R-662,13621886870,13619318854,97.18,tertiary,0.3509,MODERATE,0.231,0.098,0.4708,0.3326,5,0,0,0.0,,,T+90min,T+90min,6
816,R-148,11271580571,13617067002,61.72,tertiary,0.3508,MODERATE,0.226,0.101,0.4757,0.3399,5,0,0,0.0,,,T+90min,T+90min,6
817,R-649,13621749595,13621749598,17.1,residential,0.3506,MODERATE,0.23,0.115,0.4713,0.3335,5,0,0,0.0,,,T+90min,T+90min,6
818,R-651,13621749598,13621749595,17.1,residential,0.3506,MODERATE,0.23,0.115,0.4713,0.3335,5,0,0,0.0,,,T+90min,T+90min,6
819,R-423,13618374655,13618374657,21.38,residential,0.3506,MODERATE,0.221,0.11,0.4802,0.3476,5,0,0,0.0,,,T+90min,T+90min,6
820,R-427,13618374657,13618374655,21.38,residential,0.3506,MODERATE,0.221,0.11,0.4802,0.3476,5,0,0,0.0,,,T+90min,T+90min,6
821,R-872,13798296276,13798296286,48.23,trunk,0.3505,MODERATE,0.23,0.105,0.471,0.3328,5,0,0,0.0,,,T+90min,T+90min,6
822,R-959,245666158,13619318866,23.09,tertiary,0.3495,MODERATE,0.233,0.105,0.466,0.3258,5,0,0,0.0,,,T+90min,T+90min,6
823,R-1091,245668277,1375251567,150.21,tertiary,0.3494,MODERATE,0.228,0.102,0.4709,0.3341,5,0,0,0.0,,,T+90min,T+90min,6
824,R-846,1375251567,245668277,150.21,tertiary,0.3494,MODERATE,0.228,0.102,0.4709,0.3341,5,0,0,0.0,,,T+90min,T+90min,6
825,R-1251,5424387223,5424387232,182.28,residential,0.3492,MODERATE,0.226,0.094,0.4725,0.3367,5,0,0,0.0,,,T+90min,T+90min,6
826,R-1252,5424387232,5424387223,182.28,residential,0.3492,MODERATE,0.226,0.094,0.4725,0.3367,5,0,0,0.0,,,T+90min,T+90min,6
827,R-217,13408237104,13503191895,25.54,residential,0.3489,MODERATE,0.219,0.102,0.4788,0.3474,5,0,0,0.0,,,T+90min,T+90min,6
828,R-226,13503191895,13408237104,25.54,residential,0.3489,MODERATE,0.219,0.102,0.4788,0.3474,5,0,0,0.0,,,T+90min,T+90min,6
829,R-1270,5911310880,13618374657,39.28,residential,0.3488,MODERATE,0.22,0.106,0.4777,0.3457,5,0,0,0.0,,,T+90min,T+90min,6
830,R-429,13618374657,5911310880,39.28,residential,0.3488,MODERATE,0.22,0.106,0.4777,0.3457,5,0,0,0.0,,,T+90min,T+90min,6
831,R-1472,7404711477,13617327485,52.26,residential,0.3488,MODERATE,0.22,0.106,0.4776,0.3454,5,0,0,0.0,,,T+90min,T+90min,6
832,R-367,13617327485,7404711477,52.26,residential,0.3488,MODERATE,0.22,0.106,0.4776,0.3454,5,0,0,0.0,,,T+90min,T+90min,6
833,R-216,13408237104,13408237105,47.79,residential,0.3486,MODERATE,0.224,0.102,0.4733,0.3391,5,0,0,0.0,,,T+90min,T+90min,6
834,R-218,13408237105,13408237104,47.79,residential,0.3486,MODERATE,0.224,0.102,0.4733,0.3391,5,0,0,0.0,,,T+90min,T+90min,6
835,R-253,13614466650,13614466656,25.02,residential,0.3485,MODERATE,0.232,0.11,0.465,0.3258,5,0,0,0.0,,,T+90min,T+90min,6
836,R-256,13614466656,13614466650,25.02,residential,0.3485,MODERATE,0.232,0.11,0.465,0.3258,5,0,0,0.0,,,T+90min,T+90min,6
837,R-652,13621749598,13621749599,11.9,residential,0.3485,MODERATE,0.23,0.112,0.4669,0.3291,5,0,0,0.0,,,T+90min,T+90min,6
838,R-655,13621749599,13621749598,11.9,residential,0.3485,MODERATE,0.23,0.112,0.4669,0.3291,5,0,0,0.0,,,T+90min,T+90min,6
839,R-1249,476488948,245666337,202.37,unclassified,0.3484,MODERATE,0.217,0.101,0.4798,0.3494,5,0,0,0.0,,,T+90min,T+90min,6
840,R-1089,245668277,13619239367,186.93,tertiary,0.3483,MODERATE,0.228,0.114,0.4686,0.3318,5,0,0,0.0,,,T+90min,T+90min,6
841,R-473,13619239367,245668277,186.93,tertiary,0.3483,MODERATE,0.228,0.114,0.4686,0.3318,5,0,0,0.0,,,T+90min,T+90min,6
842,R-019,10265662124,12406104883,82.88,trunk,0.3475,MODERATE,0.223,0.105,0.472,0.3382,5,0,0,0.0,,,T+90min,T+90min,6
843,R-137,11054614468,11054614468,200.97,residential,0.3474,MODERATE,0.223,0.101,0.4719,0.3381,5,0,0,0.0,,,T+90min,T+90min,6
844,R-138,11054614468,11054614468,200.97,residential,0.3474,MODERATE,0.223,0.101,0.4719,0.3381,5,0,0,0.0,,,T+90min,T+90min,6
845,R-494,13619318852,245666191,13.1,residential,0.3472,MODERATE,0.229,0.112,0.4654,0.3278,5,0,0,0.0,,,T+90min,T+90min,6
846,R-964,245666191,13619318852,13.1,residential,0.3472,MODERATE,0.229,0.112,0.4654,0.3278,5,0,0,0.0,,,T+90min,T+90min,6
847,R-254,13614466650,13614467518,4.31,residential,0.3472,MODERATE,0.228,0.114,0.4663,0.3295,5,0,0,0.0,,,T+90min,T+90min,6
848,R-257,13614467518,13614466650,4.31,residential,0.3472,MODERATE,0.228,0.114,0.4663,0.3295,5,0,0,0.0,,,T+90min,T+90min,6
849,R-778,13638535652,245666190,74.18,residential,0.3472,MODERATE,0.223,0.107,0.4715,0.3377,5,0,0,0.0,,,T+90min,T+90min,6
850,R-961,245666190,13638535652,74.18,residential,0.3472,MODERATE,0.223,0.107,0.4715,0.3377,5,0,0,0.0,,,T+90min,T+90min,6
851,R-881,13798296288,13815611429,23.66,residential,0.3467,MODERATE,0.228,0.108,0.4654,0.3286,5,0,0,0.0,,,T+90min,T+90min,6
852,R-888,13815611429,13798296288,23.66,residential,0.3467,MODERATE,0.228,0.108,0.4654,0.3286,5,0,0,0.0,,,T+90min,T+90min,6
853,R-1148,2897024651,245666371,171.79,tertiary,0.3466,MODERATE,0.226,0.079,0.4673,0.3315,5,0,0,0.0,,,T+90min,T+90min,6
854,R-383,13617550915,245666158,28.38,tertiary,0.3463,MODERATE,0.23,0.104,0.4626,0.3248,5,0,0,0.0,,,T+90min,T+90min,6
855,R-1156,2897024660,9771116360,47.48,residential,0.3462,MODERATE,0.227,0.103,0.4654,0.3292,5,0,0,0.0,,,T+90min,T+90min,6
856,R-1510,9771116360,2897024660,47.48,residential,0.3461,MODERATE,0.227,0.103,0.4651,0.3289,5,0,0,0.0,,,T+90min,T+90min,6
857,R-1021,245666882,2897024660,92.96,tertiary,0.3459,MODERATE,0.225,0.102,0.4669,0.3321,5,0,0,0.0,,,T+90min,T+90min,6
858,R-1155,2897024660,245666882,92.96,tertiary,0.3459,MODERATE,0.225,0.102,0.4669,0.3321,5,0,0,0.0,,,T+90min,T+90min,6
859,R-1342,6428811261,6428811270,9.52,tertiary,0.3458,MODERATE,0.224,0.109,0.4675,0.3331,5,0,0,0.0,,,T+90min,T+90min,6
860,R-1349,6428811270,6428811261,9.52,tertiary,0.3458,MODERATE,0.224,0.109,0.4675,0.3331,5,0,0,0.0,,,T+90min,T+90min,6
861,R-220,13433910625,2804481652,96.83,trunk,0.3458,MODERATE,0.223,0.102,0.4687,0.3349,5,0,0,0.0,,,T+90min,T+90min,6
862,R-490,13619318851,13619318852,35.19,residential,0.3454,MODERATE,0.229,0.105,0.4618,0.3242,5,0,0,0.0,,,T+90min,T+90min,6
863,R-493,13619318852,13619318851,35.19,residential,0.3454,MODERATE,0.229,0.105,0.4618,0.3242,5,0,0,0.0,,,T+90min,T+90min,6
