road_id,source,target,length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,oneway,grid_cell_count,mean_elevation_m,min_elevation_m,max_elevation_m,elevation_range_m,elevation_gradient,mean_imperviousness,mean_infiltration_mm_hr,mean_flow_accumulation,max_flow_accumulation,mean_flow_direction,mean_twi,mean_slope_deg
R-165,12313982254,12313982253,8.92,residential,,2,6.0,30,False,2,-0.04,-0.52,0.45,0.97,0.1087,0.796,2.04,242.16,299.2,32.0,11.21,2.47
R-166,12313982254,13617040685,16.07,tertiary,,2,8.0,40,True,4,-0.4,-0.84,0.45,1.29,0.0803,0.799,2.01,336.74,443.19,32.0,12.046,2.01
R-167,12334925193,2804520131,48.26,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,6,4.12,3.62,4.62,1.0,0.0207,0.757,2.43,4.54,6.11,32.0,8.467,1.56
R-168,12334925204,10265648752,1919.79,trunk,Flyover,2,18.0,60,True,220,4.96,-0.22,14.84,15.06,0.0078,0.749,2.51,11.01,203.59,34.51,7.74,2.42
R-169,12334925204,12334925193,324.23,trunk_link,,1,8.0,40,True,38,7.9,3.03,14.84,11.81,0.0364,0.721,2.79,2.89,11.73,48.03,6.708,4.73
R-170,12350301184,245666579,14.74,tertiary,Sharada Devi Road,2,8.0,40,True,3,0.46,0.14,0.78,0.64,0.0434,0.791,2.09,1.55,1.9,2.0,7.912,2.44
R-171,12350391111,10294725029,8.95,tertiary,Sharada Devi Road,2,8.0,40,True,2,4.44,4.25,4.62,0.37,0.0413,0.754,2.46,1.0,1.0,4.5,6.438,2.76
R-172,12350391111,12350391112,8.29,tertiary_link,,1,6.0,30,False,2,4.22,4.2,4.25,0.05,0.006,0.756,2.45,1.07,1.14,4.5,6.527,2.63
R-173,12350391112,12350391111,8.29,tertiary_link,,1,6.0,30,False,2,4.22,4.2,4.25,0.05,0.006,0.756,2.45,1.07,1.14,4.5,6.527,2.63
R-174,12350391112,13617092826,85.79,tertiary,Sharada Devi Road,2,8.0,40,True,11,2.65,1.99,4.2,2.21,0.0258,0.771,2.29,2.0,3.74,36.55,7.659,1.56
R-175,12350425034,245666579,7.73,residential,,2,6.0,30,False,2,0.79,0.78,0.79,0.01,0.0013,0.788,2.12,1.84,1.9,2.0,7.399,2.99
R-176,12350446596,12350446597,7.21,tertiary_link,,1,6.0,30,False,2,6.61,6.5,6.71,0.21,0.0291,0.733,2.67,3.29,3.72,2.0,7.336,3.03
R-177,12350446596,13621901230,54.21,tertiary,,2,8.0,40,True,6,4.77,3.32,6.5,3.18,0.0587,0.75,2.5,6.04,8.63,2.0,7.704,3.4
R-178,12350446597,12350446596,7.21,tertiary_link,,1,6.0,30,False,2,6.61,6.5,6.71,0.21,0.0291,0.733,2.67,3.29,3.72,2.0,7.336,3.03
R-179,12350446597,13621901233,51.22,tertiary,,2,8.0,40,True,6,7.67,6.71,8.0,1.29,0.0252,0.723,2.77,1.62,2.87,65.0,7.843,2.53
R-180,12350931355,2897024749,9.82,tertiary,Street 9,2,8.0,40,True,0,,,,,,,,,,,,
R-181,12350931355,631507991,96.86,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-182,12350931356,12350931355,8.27,tertiary,Avenue 3,2,8.0,40,True,0,,,,,,,,,,,,
R-183,12378368422,12378368426,5.99,residential,,2,6.0,30,False,1,23.94,23.94,23.94,0.0,0.0,0.57,4.3,1.0,1.0,2.0,5.817,5.9
R-184,12378368422,6490872923,67.3,residential,,2,6.0,30,False,8,18.2,10.87,23.94,13.07,0.1942,0.624,3.76,1.69,2.74,10.25,5.689,10.04
R-185,12378368422,6490872930,25.19,residential,,2,6.0,30,True,4,23.52,22.68,24.07,1.39,0.0552,0.574,4.26,1.14,1.36,2.0,6.113,4.56
R-186,12378368426,12378368422,5.99,residential,,2,6.0,30,False,1,23.94,23.94,23.94,0.0,0.0,0.57,4.3,1.0,1.0,2.0,5.817,5.9
R-187,12378368426,245667468,17.87,residential,,2,6.0,30,False,3,24.44,23.94,24.93,0.99,0.0554,0.566,4.34,1.0,1.0,2.0,6.042,4.73
R-188,12378368427,12378368426,25.09,residential,,2,6.0,30,True,4,23.52,22.68,24.07,1.39,0.0554,0.574,4.26,1.14,1.36,2.0,6.113,4.55
R-189,12378368427,6490872930,6.18,residential,,2,6.0,30,False,1,22.68,22.68,22.68,0.0,0.0,0.582,4.18,1.36,1.36,2.0,6.407,3.61
R-190,12406085638,10384248275,2.73,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,2,4.38,3.78,4.98,1.2,0.4396,0.754,2.46,16.84,32.64,32.0,7.038,2.03
R-191,12406104882,10265662126,45.18,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,6,3.69,3.41,4.0,0.59,0.0131,0.761,2.39,1.59,2.16,23.67,7.551,1.1
R-192,12406104882,10772904744,1804.27,trunk,SCLR Flyover,4,18.0,80,True,199,5.13,-2.09,15.49,17.58,0.0097,0.747,2.53,9.67,150.71,34.79,7.558,2.93
R-193,12406104883,12406104884,28.17,trunk_link,,1,8.0,40,False,4,6.0,6.0,6.0,0.0,0.0,0.739,2.61,2.39,2.7,2.5,8.226,0.94
R-194,12406104883,5911310878,221.94,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,25,6.16,4.96,7.03,2.07,0.0093,0.737,2.63,3.7,19.73,22.08,7.884,1.26
R-195,12406104884,12406104883,28.17,trunk_link,,1,8.0,40,False,4,6.0,6.0,6.0,0.0,0.0,0.739,2.61,2.39,2.7,2.5,8.226,0.94
R-196,12406104884,245667803,483.15,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,54,4.68,-0.15,7.85,8.0,0.0166,0.751,2.49,23.42,200.12,18.06,7.773,1.32
R-197,12406104885,10265662124,13.21,residential,,2,6.0,30,False,2,6.25,6.16,6.33,0.17,0.0129,0.737,2.63,1.45,1.62,48.0,6.58,2.38
R-198,12406104885,13618374677,76.32,residential,,2,6.0,30,False,9,6.12,5.81,6.64,0.83,0.0109,0.738,2.62,2.37,6.56,28.89,7.201,1.83
R-199,12406104885,6428382636,156.17,residential,,2,6.0,30,False,17,2.9,-0.19,6.16,6.35,0.0407,0.768,2.32,53.02,195.44,22.94,7.76,3.24
R-200,12486614582,11187458034,9.33,tertiary,Nanasaheb Dharmadhikari Marg,2,8.0,40,True,1,5.98,5.98,5.98,0.0,0.0,0.739,2.61,1.0,1.0,32.0,6.84,
R-201,12486614582,6428811261,4.7,tertiary,Nanasaheb Dharmadhikari Marg,2,8.0,40,False,2,5.98,5.98,5.98,0.0,0.0,0.739,2.61,1.0,1.0,32.0,6.84,
R-202,12486614584,12486614582,7.27,tertiary,Nanasaheb Dharmadhikari Marg,2,8.0,40,True,1,5.98,5.98,5.98,0.0,0.0,0.739,2.61,1.0,1.0,32.0,6.84,
R-203,12756633089,10924277272,92.32,residential,,2,6.0,30,False,11,6.38,4.9,7.5,2.6,0.0282,0.735,2.65,1.0,1.02,21.09,6.047,4.29
R-204,12756633089,10924277272,156.13,residential,,2,6.0,30,False,19,3.29,1.26,5.83,4.57,0.0293,0.764,2.36,7.42,74.73,27.05,6.559,4.49
R-205,12756633089,6428382636,95.51,residential,,2,6.0,30,False,11,4.38,2.79,5.75,2.96,0.031,0.754,2.46,1.85,3.05,8.18,6.794,3.14
R-206,13093786757,12334925204,88.97,trunk,,2,18.0,60,True,13,7.35,6.82,7.88,1.06,0.0119,0.726,2.74,1.13,1.42,25.54,7.563,1.17
R-207,13398075180,13398075181,14.55,tertiary_link,,1,6.0,30,False,3,3.57,2.97,4.13,1.16,0.0797,0.762,2.38,16.19,33.97,64.0,7.026,2.21
R-208,13398075180,13615156514,94.7,tertiary,BKC - CST Link Road,3,8.0,40,True,10,2.47,1.66,3.13,1.47,0.0155,0.772,2.28,31.04,69.8,51.2,8.143,1.93
R-209,13398075181,13398075180,14.55,tertiary_link,,1,6.0,30,False,3,3.57,2.97,4.13,1.16,0.0797,0.762,2.38,16.19,33.97,64.0,7.026,2.21
R-210,13398075181,13615156517,225.3,tertiary,BKC - CST Link Road,3,8.0,40,True,23,2.52,0.16,6.85,6.69,0.0297,0.772,2.28,41.18,101.46,34.43,8.656,2.85
R-211,13408237102,13408237103,70.39,residential,,2,6.0,30,False,8,14.43,5.81,20.09,14.28,0.2029,0.66,3.4,2.71,9.47,56.0,5.51,12.83
R-212,13408237102,13408237104,42.66,residential,,2,6.0,30,False,5,5.84,5.29,6.22,0.93,0.0218,0.741,2.59,7.12,9.47,25.6,7.546,5.27
R-213,13408237102,2244637007,132.8,residential,,2,6.0,30,False,19,8.33,4.91,11.61,6.7,0.0505,0.717,2.83,4.9,12.9,73.47,6.71,6.07
R-214,13408237103,13408237102,70.39,residential,,2,6.0,30,False,8,14.43,5.81,20.09,14.28,0.2029,0.66,3.4,2.71,9.47,56.0,5.51,12.83
R-215,13408237104,13408237102,42.66,residential,,2,6.0,30,False,5,5.84,5.29,6.22,0.93,0.0218,0.741,2.59,7.12,9.47,25.6,7.546,5.27
R-216,13408237104,13408237105,47.79,residential,,2,6.0,30,False,7,6.87,5.97,7.62,1.65,0.0345,0.731,2.69,4.78,5.95,25.14,7.382,5.17
R-217,13408237104,13503191895,25.54,residential,,2,6.0,30,False,3,6.88,6.22,7.53,1.31,0.0513,0.731,2.69,4.14,5.95,13.33,7.708,1.92
R-218,13408237105,13408237104,47.79,residential,,2,6.0,30,False,7,6.87,5.97,7.62,1.65,0.0345,0.731,2.69,4.78,5.95,25.14,7.382,5.17
R-219,13433910625,13433910629,61.65,residential,,2,6.0,30,False,8,4.83,4.04,6.01,1.97,0.032,0.75,2.5,2.6,6.25,2.0,6.777,3.74
R-220,13433910625,2804481652,96.83,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,12,6.86,6.01,7.47,1.46,0.0151,0.731,2.69,1.44,2.02,45.0,7.218,2.08
R-221,13433910628,13433910629,44.95,residential,,2,6.0,30,False,5,2.4,0.59,4.04,3.45,0.0768,0.773,2.27,4.22,12.2,2.0,6.72,4.39
R-222,13433910629,13433910625,61.65,residential,,2,6.0,30,False,8,4.83,4.04,6.01,1.97,0.032,0.75,2.5,2.6,6.25,2.0,6.777,3.74
R-223,13433910629,13433910628,44.95,residential,,2,6.0,30,False,5,2.4,0.59,4.04,3.45,0.0768,0.773,2.27,4.22,12.2,2.0,6.72,4.39
R-224,13433910629,13433910631,74.18,residential,,2,6.0,30,False,11,4.67,4.04,6.04,2.0,0.027,0.751,2.49,8.76,19.12,2.36,8.099,2.06
R-225,13433910631,13433910629,74.18,residential,,2,6.0,30,False,11,4.67,4.04,6.04,2.0,0.027,0.751,2.49,8.76,19.12,2.36,8.099,2.06
R-226,13503191895,13408237104,25.54,residential,,2,6.0,30,False,3,6.88,6.22,7.53,1.31,0.0513,0.731,2.69,4.14,5.95,13.33,7.708,1.92
R-227,13503191895,13503253504,105.22,residential,,2,6.0,30,False,12,6.46,5.3,7.53,2.23,0.0212,0.735,2.65,2.53,8.34,44.0,6.901,2.17
R-228,13503191895,3743617940,12.31,residential,,2,6.0,30,False,2,7.76,7.53,7.99,0.46,0.0374,0.722,2.77,1.67,2.33,8.0,7.176,1.69
R-229,13503253504,13503191895,105.22,residential,,2,6.0,30,False,12,6.46,5.3,7.53,2.23,0.0212,0.735,2.65,2.53,8.34,44.0,6.901,2.18
R-230,13601073293,13619507487,103.13,residential,,2,6.0,30,False,12,0.82,0.09,1.53,1.44,0.014,0.788,2.12,14.22,28.85,1.17,8.707,1.35
R-231,13601073293,2244797686,20.6,residential,Siddharth Nagar Road,2,6.0,30,False,4,1.09,0.5,1.52,1.02,0.0495,0.785,2.15,10.44,22.31,24.0,8.591,2.33
R-232,13601073293,622039341,110.41,residential,Siddharth Nagar Road,2,6.0,30,False,12,0.51,0.04,1.36,1.32,0.012,0.791,2.09,28.37,56.92,1.67,9.228,2.29
R-233,13614337239,13614337241,98.86,residential,,2,6.0,30,False,13,9.25,5.82,11.94,6.12,0.0619,0.709,2.91,1.73,2.96,51.85,6.542,3.55
R-234,13614337239,13614337242,79.05,residential,,2,6.0,30,False,11,10.06,6.88,12.0,5.12,0.0648,0.701,2.99,1.24,1.55,49.45,6.349,3.66
R-235,13614337239,245666192,132.84,residential,,2,6.0,30,False,16,4.15,2.16,6.88,4.72,0.0355,0.756,2.44,21.23,87.27,25.0,8.117,2.1
R-236,13614337241,13614337239,98.86,residential,,2,6.0,30,False,13,9.25,5.82,11.94,6.12,0.0619,0.709,2.91,1.73,2.96,51.85,6.542,3.55
R-237,13614337241,13614337242,21.79,residential,,2,6.0,30,False,4,11.95,11.86,12.0,0.14,0.0064,0.683,3.17,1.0,1.0,48.5,7.006,1.55
R-238,13614337241,13614337249,19.66,residential,,2,6.0,30,False,3,11.76,11.66,11.86,0.2,0.0102,0.685,3.15,1.0,1.0,2.0,6.996,1.63
R-239,13614337242,13614337239,79.05,residential,,2,6.0,30,False,11,10.06,6.88,12.0,5.12,0.0648,0.701,2.99,1.24,1.55,49.45,6.349,3.66
R-240,13614337242,13614337241,21.79,residential,,2,6.0,30,False,4,11.95,11.86,12.0,0.14,0.0064,0.683,3.17,1.0,1.0,48.5,7.006,1.55
R-241,13614337242,6585962883,16.14,residential,,2,6.0,30,False,2,12.0,12.0,12.0,0.0,0.0,0.683,3.17,1.0,1.0,33.0,7.002,1.65
R-242,13614337247,13614337249,39.04,residential,,2,6.0,30,False,5,11.6,11.25,12.0,0.75,0.0192,0.687,3.13,1.14,1.29,4.8,7.073,1.71
R-243,13614337247,6585962883,14.99,residential,,2,6.0,30,False,3,12.0,12.0,12.0,0.0,0.0,0.683,3.17,1.0,1.0,11.33,7.134,1.5
R-244,13614337247,6585998686,76.41,residential,,2,6.0,30,False,9,10.84,9.43,12.0,2.57,0.0336,0.694,3.06,8.46,28.12,7.33,8.453,1.88
R-245,13614337249,13614337241,19.66,residential,,2,6.0,30,False,3,11.76,11.66,11.86,0.2,0.0102,0.685,3.15,1.0,1.0,2.0,6.996,1.63
R-246,13614337249,13614337247,39.04,residential,,2,6.0,30,False,5,11.6,11.25,12.0,0.75,0.0192,0.687,3.13,1.14,1.29,4.8,7.073,1.71
R-247,13614337249,6585962883,27.32,residential,,2,6.0,30,False,3,11.92,11.77,12.0,0.23,0.0084,0.684,3.16,1.0,1.0,2.0,6.993,1.64
R-248,13614452347,13614452359,54.31,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,8,1.8,1.44,2.16,0.72,0.0133,0.779,2.21,16.73,36.93,80.0,8.643,1.27
R-249,13614452347,13614452359,139.79,residential,,2,6.0,30,False,19,3.25,1.44,5.07,3.63,0.026,0.765,2.35,11.88,36.93,101.05,7.893,2.65
R-250,13614452359,13614452347,139.79,residential,,2,6.0,30,False,19,3.25,1.44,5.07,3.63,0.026,0.765,2.35,11.88,36.93,101.05,7.893,2.65
R-251,13614452359,9691859215,22.47,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,4,2.18,2.04,2.36,0.32,0.0142,0.775,2.25,7.36,8.43,104.0,8.717,1.8
R-252,13614466650,13614466653,18.75,residential,,2,6.0,30,False,3,5.24,4.69,5.79,1.1,0.0587,0.746,2.54,1.44,1.55,128.0,6.279,4.48
R-253,13614466650,13614466656,25.02,residential,,2,6.0,30,False,4,6.17,5.64,6.96,1.32,0.0528,0.737,2.63,1.17,1.39,128.0,6.082,4.59
R-254,13614466650,13614467518,4.31,residential,,2,6.0,30,False,1,5.79,5.79,5.79,0.0,0.0,0.741,2.59,1.39,1.39,128.0,6.28,4.37
R-255,13614466653,13614466650,18.75,residential,,2,6.0,30,False,3,5.24,4.69,5.79,1.1,0.0587,0.746,2.54,1.44,1.55,128.0,6.279,4.48
R-256,13614466656,13614466650,25.02,residential,,2,6.0,30,False,4,6.17,5.64,6.96,1.32,0.0528,0.737,2.63,1.17,1.39,128.0,6.083,4.59
R-257,13614467518,13614466650,4.31,residential,,2,6.0,30,False,1,5.79,5.79,5.79,0.0,0.0,0.741,2.59,1.39,1.39,128.0,6.28,4.37
R-258,13614467518,3743617937,34.2,residential,,2,6.0,30,False,4,4.3,3.23,5.79,2.56,0.0749,0.755,2.45,2.5,4.62,80.0,6.812,4.08
R-259,13614467518,3743617940,37.51,residential,,2,6.0,30,False,5,7.32,5.79,7.99,2.2,0.0587,0.727,2.73,1.09,1.39,80.0,6.466,3.28
R-260,13615156514,12243225438,121.44,tertiary,BKC - CST Link Road,3,8.0,40,True,14,1.56,1.0,3.06,2.06,0.017,0.781,2.19,33.75,104.82,53.21,8.989,2.45
R-261,13615156514,13615156515,14.84,tertiary_link,,1,6.0,30,False,3,1.77,1.66,1.94,0.28,0.0189,0.779,2.21,39.35,53.0,32.0,8.895,1.96
R-262,13615156515,13398075181,93.56,tertiary,BKC - CST Link Road,3,8.0,40,True,11,3.29,1.94,4.13,2.19,0.0234,0.765,2.35,3.93,25.37,46.55,7.055,2.3
R-263,13615156515,13615156514,14.84,tertiary_link,,1,6.0,30,False,3,1.77,1.66,1.94,0.28,0.0189,0.779,2.21,39.35,53.0,32.0,8.895,1.96
R-264,13615156516,13398075180,222.42,tertiary,BKC - CST Link Road,3,8.0,40,True,26,2.23,0.16,6.85,6.69,0.0301,0.774,2.26,58.38,132.86,19.23,9.328,2.53
R-265,13615156516,13615156517,13.96,tertiary_link,,1,6.0,30,False,2,6.85,6.85,6.85,0.0,0.0,0.731,2.69,2.09,2.43,8.0,6.376,5.12
R-266,13615156517,13615156516,13.96,tertiary_link,,1,6.0,30,False,2,6.85,6.85,6.85,0.0,0.0,0.731,2.69,2.09,2.43,8.0,6.376,5.12
R-267,13615156517,13615156519,71.54,tertiary,BKC - CST Link Road,3,8.0,40,True,9,9.8,6.85,12.97,6.12,0.0855,0.703,2.97,1.45,1.88,7.11,6.207,4.65
R-268,13615156518,13615156516,70.36,tertiary,BKC - CST Link Road,3,8.0,40,True,8,9.91,6.85,11.99,5.14,0.0731,0.702,2.98,1.64,2.76,7.5,6.361,4.39
R-269,13615156518,13615156519,14.51,tertiary_link,,1,6.0,30,False,3,12.48,11.99,12.97,0.98,0.0675,0.678,3.22,1.0,1.0,4.0,6.307,3.24
R-270,13615156519,13615156518,14.51,tertiary_link,,1,6.0,30,False,3,12.48,11.99,12.97,0.98,0.0675,0.678,3.22,1.0,1.0,4.0,6.307,3.24
R-271,13615156519,6554302593,140.77,tertiary,BKC - CST Link Road,3,8.0,40,True,15,11.6,10.37,13.34,2.97,0.0211,0.686,3.14,2.0,4.09,22.67,7.206,2.31
R-272,13615156523,245666274,24.14,secondary,Street 3,2,10.0,40,True,4,12.46,12.27,12.59,0.32,0.0133,0.678,3.22,1.0,1.0,34.0,7.224,1.6
R-273,13615156523,2897024625,234.8,secondary,Avenue 3: Lane 3,2,10.0,40,True,27,10.18,7.31,12.91,5.6,0.0239,0.7,3.0,2.36,6.99,36.15,6.874,3.66
R-274,13615172965,13617040696,36.73,tertiary,,2,8.0,40,True,6,1.89,1.25,2.64,1.39,0.0378,0.778,2.22,23.55,72.64,7.0,8.084,1.91
R-275,13615172965,9469523484,5.42,residential,,2,6.0,30,False,2,1.18,1.1,1.25,0.15,0.0277,0.784,2.16,72.29,72.64,32.0,10.787,1.21
R-276,13615172966,12313982248,7.68,residential,,2,6.0,30,False,1,1.02,1.02,1.02,0.0,0.0,0.786,2.14,4.8,4.8,4.0,8.145,2.18
R-277,13615172966,13617040692,56.23,tertiary,,2,8.0,40,True,8,1.2,0.98,1.45,0.47,0.0084,0.784,2.16,3.39,5.81,3.75,7.707,1.9
R-278,13616287392,10055232024,9.75,residential,,2,6.0,30,False,2,0.33,0.26,0.39,0.13,0.0133,0.792,2.08,1.72,1.86,32.0,6.353,4.12
R-279,13616287392,5896564331,27.84,tertiary,,2,8.0,40,True,3,0.52,0.26,0.82,0.56,0.0201,0.791,2.09,1.27,1.58,22.0,6.591,3.25
R-280,13616287393,13616287394,7.99,tertiary_link,,1,6.0,30,False,2,3.92,3.86,3.97,0.11,0.0138,0.758,2.42,3.3,3.41,32.0,7.146,3.74
R-281,13616287393,6428617352,19.54,tertiary,,2,8.0,40,True,4,4.66,3.86,5.48,1.62,0.0829,0.752,2.48,2.9,3.41,32.0,6.96,3.86
R-282,13616287394,13616287393,7.99,tertiary_link,,1,6.0,30,False,2,3.92,3.86,3.97,0.11,0.0138,0.758,2.42,3.3,3.41,32.0,7.146,3.74
R-283,13616287394,2897024748,235.5,tertiary,,2,8.0,40,True,29,2.4,1.38,3.97,2.59,0.011,0.773,2.27,2.45,7.36,49.93,7.578,1.8
R-284,13616287395,2897024710,60.06,tertiary,,2,8.0,40,True,9,7.82,6.94,8.44,1.5,0.025,0.722,2.78,1.38,2.39,21.22,7.238,1.71
R-285,13616287395,2897024713,8.37,residential,,2,6.0,30,False,2,7.9,7.73,8.06,0.33,0.0394,0.722,2.79,1.0,1.0,24.0,7.0,1.83
R-286,13616325515,10091403656,6.09,tertiary_link,,1,6.0,30,False,1,1.58,1.58,1.58,0.0,0.0,0.781,2.19,59.7,59.7,32.0,9.615,1.48
R-287,13616325515,245666192,30.94,tertiary,,2,8.0,40,True,5,1.87,1.58,2.16,0.58,0.0187,0.778,2.22,66.35,83.09,25.6,9.949,1.82
R-288,13616325516,13617040697,25.39,tertiary,,2,8.0,40,True,5,3.51,2.91,4.03,1.12,0.0441,0.762,2.38,1.08,1.18,26.8,6.835,2.16
R-289,13616325516,3803643818,5.12,residential,,2,6.0,30,False,1,3.49,3.49,3.49,0.0,0.0,0.763,2.37,1.18,1.18,64.0,6.923,1.95
R-290,13617034594,631507968,130.89,secondary,Avenue 3: Lane 2,2,10.0,40,True,14,10.27,8.38,12.34,3.96,0.0303,0.699,3.01,8.79,28.72,11.29,7.895,1.98
R-291,13617040678,13617040684,74.61,tertiary,,2,8.0,40,True,10,2.34,2.09,2.73,0.64,0.0086,0.773,2.27,1.74,2.48,10.8,7.762,1.32
R-292,13617040678,7372035744,13.12,tertiary,Sharada Devi Road,2,8.0,40,False,3,1.8,1.45,2.23,0.78,0.0595,0.778,2.22,1.49,1.74,8.0,6.96,2.62
R-293,13617040682,10724726259,6.53,residential,,2,6.0,30,False,1,2.23,2.23,2.23,0.0,0.0,0.774,2.26,1.94,1.94,128.0,8.265,0.71
R-294,13617040682,13617092827,10.26,tertiary,,2,8.0,40,True,3,2.25,2.12,2.39,0.27,0.0263,0.774,2.26,2.74,3.68,128.0,8.627,0.73
R-295,13617040682,13617092837,22.96,residential,,2,6.0,30,False,4,2.5,2.23,2.72,0.49,0.0213,0.772,2.28,1.96,2.61,96.0,7.974,0.96
R-296,13617040683,13617040678,75.06,tertiary,Sharada Devi Road,2,8.0,40,True,8,2.22,2.05,2.4,0.35,0.0047,0.774,2.25,1.89,3.09,10.5,7.752,1.38
R-297,13617040683,13617040684,5.21,tertiary_link,,1,6.0,30,False,1,2.09,2.09,2.09,0.0,0.0,0.776,2.24,1.59,1.59,4.0,8.312,0.66
R-298,13617040684,13617040682,57.9,tertiary,,2,8.0,40,True,9,2.14,2.0,2.38,0.38,0.0066,0.775,2.25,1.48,1.94,37.78,8.528,0.72
R-299,13617040684,13617040683,5.21,tertiary_link,,1,6.0,30,False,1,2.09,2.09,2.09,0.0,0.0,0.776,2.24,1.59,1.59,4.0,8.312,0.66
R-300,13617040685,10724781030,33.11,tertiary,,2,8.0,40,True,5,-0.58,-0.84,-0.21,0.63,0.019,0.801,1.99,369.86,540.08,22.4,11.141,1.48
R-301,13617040685,13617040686,7.84,tertiary_link,,1,6.0,30,False,1,-0.84,-0.84,-0.84,0.0,0.0,0.803,1.97,419.46,419.46,32.0,12.83,1.44
R-302,13617040686,12313982253,16.49,tertiary,,2,8.0,40,True,3,-0.73,-0.84,-0.52,0.32,0.0194,0.802,1.98,339.17,419.46,32.0,12.659,1.76
R-303,13617040686,13617040685,7.84,tertiary_link,,1,6.0,30,False,1,-0.84,-0.84,-0.84,0.0,0.0,0.803,1.97,419.46,419.46,32.0,12.83,1.44
R-304,13617040687,12313982254,40.09,tertiary,,2,8.0,40,True,5,1.16,0.45,1.84,1.39,0.0347,0.784,2.16,115.27,185.11,28.8,8.639,3.48
R-305,13617040687,13617040688,8.16,tertiary_link,,1,6.0,30,False,1,1.84,1.84,1.84,0.0,0.0,0.778,2.22,108.68,108.68,16.0,8.744,2.9
R-306,13617040688,13617040687,8.16,tertiary_link,,1,6.0,30,False,1,1.84,1.84,1.84,0.0,0.0,0.778,2.22,108.68,108.68,16.0,8.744,2.9
R-307,13617040688,13617040689,79.85,tertiary,,2,8.0,40,True,11,2.12,1.24,3.84,2.6,0.0326,0.776,2.24,51.66,161.48,4.73,7.959,2.33
R-308,13617040689,13617040690,8.4,tertiary_link,,1,6.0,30,False,1,1.24,1.24,1.24,0.0,0.0,0.784,2.16,6.88,6.88,4.0,8.105,1.83
R-309,13617040689,13617040691,24.3,tertiary,,2,8.0,40,True,4,1.09,0.97,1.24,0.27,0.0111,0.785,2.15,11.18,31.68,3.5,7.827,1.79
R-310,13617040690,13617040687,79.46,tertiary,,2,8.0,40,True,11,2.44,1.24,3.84,2.6,0.0327,0.773,2.27,23.63,108.68,4.0,7.444,2.14
R-311,13617040690,13617040689,8.4,tertiary_link,,1,6.0,30,False,1,1.24,1.24,1.24,0.0,0.0,0.784,2.16,6.88,6.88,4.0,8.105,1.83
R-312,13617040691,12313982248,56.77,tertiary,,2,8.0,40,True,6,1.02,0.88,1.21,0.33,0.0058,0.786,2.14,3.36,5.04,3.67,7.682,1.98
R-313,13617040691,13617040692,8.25,tertiary_link,,1,6.0,30,False,2,1.18,1.11,1.24,0.13,0.0158,0.784,2.16,2.62,3.07,3.0,7.405,1.67
R-314,13617040692,13617040690,24.5,tertiary,,2,8.0,40,True,3,1.18,1.06,1.24,0.18,0.0073,0.784,2.16,5.17,6.88,4.0,8.026,1.54
R-315,13617040692,13617040691,8.25,tertiary_link,,1,6.0,30,False,2,1.18,1.11,1.24,0.13,0.0158,0.784,2.16,2.62,3.07,3.0,7.405,1.67
R-316,13617040693,13617040694,7.62,tertiary_link,,1,6.0,30,False,2,2.55,2.39,2.71,0.32,0.042,0.772,2.29,1.6,1.63,8.0,6.858,2.64
R-317,13617040693,3193827831,35.57,tertiary,,2,8.0,40,True,6,3.23,2.39,3.58,1.19,0.0335,0.765,2.35,1.11,1.63,10.67,6.818,2.22
R-318,13617040694,13615172966,31.47,tertiary,,2,8.0,40,True,5,1.85,1.02,2.71,1.69,0.0537,0.778,2.22,3.15,4.8,6.4,7.471,2.53
R-319,13617040694,13617040693,7.62,tertiary_link,,1,6.0,30,False,2,2.55,2.39,2.71,0.32,0.042,0.772,2.29,1.6,1.63,8.0,6.858,2.64
R-320,13617040695,13617040696,5.23,tertiary_link,,1,6.0,30,False,2,2.49,2.33,2.64,0.31,0.0593,0.772,2.27,1.5,2.0,2.0,6.816,2.2
R-321,13617040695,9469523484,37.41,tertiary,,2,8.0,40,True,5,1.7,1.1,2.33,1.23,0.0329,0.78,2.2,23.1,71.94,8.0,8.368,1.8
R-322,13617040696,13616325516,32.27,tertiary,,2,8.0,40,True,4,3.31,2.64,4.0,1.36,0.0421,0.764,2.35,1.05,1.18,32.75,6.777,2.07
R-323,13617040696,13617040695,5.23,tertiary_link,,1,6.0,30,False,2,2.49,2.33,2.64,0.31,0.0593,0.772,2.27,1.5,2.0,2.0,6.816,2.2
R-324,13617040697,10091403662,35.41,tertiary,,2,8.0,40,True,4,3.7,3.56,3.93,0.37,0.0104,0.761,2.39,1.0,1.0,9.0,6.906,2.01
R-325,13617040697,245666370,6.68,tertiary_link,,1,6.0,30,False,2,3.32,2.91,3.72,0.81,0.1213,0.764,2.36,1.05,1.1,2.0,6.874,2.24
